	SZA
560	0.976453248549
561	0.702301467966
562	0.511178060505
563	0.319105757351
564	0.306374740139
565	0.470691844278
566	0.688858778985
567	0.955577543307
568	1.22585466648
569	1.53203167669
570	-1.63269360813
571	-1.32746549361
572	-0.93810196099
573	-0.584717390057
574	-0.365838783581
575	-0.227458161712
576	-0.218997175117
577	-0.343460660158
578	-0.552692160424
579	-0.879112278753
580	-1.28603038169
581	-1.60406858807
582	1.55986595035
583	1.249972432
584	0.974081009317
585	0.699771079452
586	0.488009190672
587	0.305821217651
588	0.301867485598
589	0.460728439504
590	0.685221345496
591	0.951544736613
592	1.2216637105
593	1.52831516856
594	-1.63593566842
595	-1.32999588212
596	-0.943558111224
597	-0.587247778571
598	-0.367657500325
599	-0.234100431561
600	-0.220420518657
601	-0.344884003698
602	-0.55387828004
603	-0.880535622293
604	-1.28729557595
605	-1.60541285696
606	1.55773093504
607	1.24783741669
608	0.971708770085
609	0.697477914861
610	0.479073756231
611	0.301788410957
612	0.297123007134
613	0.44491351129
614	0.681742061289
615	0.947670079201
616	1.21763090381
617	1.52467773507
618	-1.63909865406
619	-1.33260534528
620	-0.948223515047
621	-0.589778167085
622	-0.369792515634
623	-0.235840073665
624	-0.221922936837
625	-0.345991048673
626	-0.555380698221
627	-0.882354339037
628	-1.28903521805
629	-1.60715249907
630	1.55607036758
631	1.24562332675
632	0.96909930693
633	0.694789377065
634	0.470375545714
635	0.297439305698
636	0.292299454029
637	0.429731180205
638	0.678183702441
639	0.943558197865
640	1.21351902247
641	1.52111937623
642	-1.64210349042
643	-1.33529388307
644	-0.953363366716
645	-0.592545779523
646	-0.372006605584
647	-0.237658790409
648	-0.223504429658
649	-0.347335317571
650	-0.556487743196
651	-0.884093981141
652	-1.29093300944
653	-1.60849676796
654	1.55409350155
655	1.24317201287
656	0.966568918416
657	0.692338063192
658	0.462151783043
659	0.292852976516
660	0.287713124847
661	0.415260520889
662	0.674388119669
663	0.939367241888
664	1.20956529042
665	1.51748194274
666	-1.64518740142
667	-1.33806149551
668	-0.959214890155
669	-0.595234317319
670	-0.374062546252
671	-0.239398432513
672	-0.225164997121
673	-0.348837735751
674	-0.558069236017
675	-0.886149921808
676	-1.2929889501
677	-1.61031548471
678	1.55195848624
679	1.240720699
680	0.96388038062
681	0.689491376113
682	0.449025392626
683	0.288266647334
684	0.282731422459
685	0.406799534295
686	0.670987910104
687	0.935413509835
688	1.20537433444
689	1.51392358389
690	-1.64827131242
691	-1.34051280939
692	-0.965145488235
693	-0.598081004397
694	-0.376039412278
695	-0.241138074616
696	-0.226825564583
697	-0.35026107929
698	-0.559492579556
699	-0.888601235681
700	-1.29488674149
701	-1.61205512681
702	1.54982347093
703	1.23834845977
704	0.9609546189
705	0.686802838317
706	0.435740852926
707	0.283680318152
708	0.277670645431
709	0.398338547701
710	0.667192327332
711	0.931064404576
712	1.20134152775
713	1.51036522504
714	-1.65103892486
715	-1.3430431979
716	-0.974950743728
717	-0.60045324363
718	-0.378332576869
719	-0.24287771672
720	-0.233309685151
721	-0.351842572112
722	-0.561390370942
723	-0.890815325631
724	-1.29741713
725	-1.61379476892
726	1.54753030634
727	1.23565992197
728	0.958187006463
729	0.683956151239
730	0.420004999354
731	0.278777690406
732	0.272926166967
733	0.390431083594
734	0.663633968484
735	0.927189747164
736	1.19738779569
737	1.50680686619
738	-1.6542019105
739	-1.34549451177
740	-0.978034654729
741	-0.603062706785
742	-0.380230368255
743	-0.244696433464
744	-0.235128401895
745	-0.353740363497
746	-0.563050938404
747	-0.893582938069
748	-1.29971029459
749	-1.61600885887
750	1.54507899247
751	1.23265508561
752	0.954944946179
753	0.681030389519
754	0.4116230874
755	0.274033211942
756	0.26794446458
757	0.382207320923
758	0.659838385713
759	0.922998791187
760	1.19343406364
761	1.49043841549
762	-1.65712767222
763	-1.34810397493
764	-0.981276715013
765	-0.605593095299
766	-0.382128159641
767	-0.246436075568
768	-0.236868043999
769	-0.35540093096
770	-0.564790580508
771	-0.896587774429
772	-1.30231975775
773	-1.61782757561
774	1.54270675324
775	1.23004562245
776	0.951940109818
777	0.678025553159
778	0.404031921858
779	0.269288733478
780	0.262725538269
781	0.373983558252
782	0.656042802942
783	0.918807835211
784	1.18908495838
785	1.48703820593
786	-1.6599743593
787	-1.35047621416
788	-0.984360626015
789	-0.608202558454
790	-0.384421324232
791	-0.248017568389
792	-0.238686760743
793	-0.357298722345
794	-0.566846521176
795	-0.89959261079
796	-1.30571996732
797	-1.61988351628
798	1.54025543936
799	1.22719893538
800	0.948777124176
801	0.674862567516
802	0.396124457751
803	0.264544255014
804	0.257427537318
805	0.365997019504
806	0.65224722017
807	0.914458729952
808	1.18513122633
809	1.48355892172
810	-1.66297919566
811	-1.35269030411
812	-0.987602686299
813	-0.610812021609
814	-0.386398190258
815	-0.249836285134
816	-0.240505477488
817	-0.359275588372
818	-0.568902461843
819	-0.902755596433
820	-1.30919925152
821	-1.62225575551
822	1.53764597621
823	1.22395687509
824	0.94537691461
825	0.671778656514
826	0.388691441491
827	0.259246254062
828	0.252208611007
829	0.357852331474
830	0.642125666114
831	0.910188699334
832	1.18109841963
833	1.47984241359
834	-1.66566773346
835	-1.35529976727
836	-0.990765671941
837	-0.613263335483
838	-0.388533205567
839	-0.251575927237
840	-0.242482343514
841	-0.361252454399
842	-0.571274701075
843	-0.906472104563
844	-1.31410187927
845	-1.62431169618
846	1.53495743841
847	1.22079388945
848	0.942134854326
849	0.668615670872
850	0.38125842523
851	0.254027327752
852	0.246910610056
853	0.349470419521
854	0.635404321623
855	0.905839594076
856	1.17690746366
857	1.47644220402
858	-1.6688307191
859	-1.3576720065
860	-0.993849582943
861	-0.61603094792
862	-0.390510071594
863	-0.253394643982
864	-0.2443801349
865	-0.363308395066
866	-0.573330641743
867	-0.910109538052
868	-1.31797653668
869	-1.62676301005
870	1.53226890062
871	1.21770997845
872	0.938655570119
873	0.665136386665
874	0.373271886482
875	0.248808401441
876	0.241454459822
877	0.340930358286
878	0.629315574261
879	0.901648638099
880	1.17271650768
881	1.47280477053
882	-1.67144018226
883	-1.36004424573
884	-0.997091643227
885	-0.61824503787
886	-0.392645086903
887	-0.255055211444
888	-0.246357000927
889	-0.365601559657
890	-0.575781955616
891	-0.914537717952
892	-1.32011155199
893	-1.62921432392
894	1.52942221354
895	1.21438884352
896	0.934859987348
897	0.66181525174
898	0.365759795581
899	0.243194101925
900	0.235602936383
901	0.331915849204
902	0.623464050822
903	0.89729953284
904	1.16860462634
905	1.46924641169
906	-1.67436594397
907	-1.36225833568
908	-1.00033370351
909	-0.62124987423
910	-0.394938251494
911	-0.256715778907
912	-0.248333866954
913	-0.367736574966
914	-0.577996045566
915	-0.918965897852
916	-1.32208841802
917	-1.63158656316
918	1.5262592279
919	1.21090955932
920	0.931538852423
921	0.658415042174
922	0.357931406115
923	0.237737951692
924	0.229830487585
925	0.322268742993
926	0.617691602024
927	0.892792278299
928	1.16433459573
929	1.46576712748
930	-1.67721263105
931	-1.36486779883
932	-1.00357576379
933	-0.623543038821
934	-0.396836042879
935	-0.258534495651
936	-0.250231658339
937	-0.370187888839
938	-0.580763658004
939	-0.923947600239
940	-1.32446065725
941	-1.63411695167
942	1.52341254082
943	1.20735120047
944	0.927743269651
945	0.654777608685
946	0.349707643444
947	0.232044577535
948	0.224058038787
949	0.306532889421
950	0.61223545179
951	0.888126874476
952	1.16014363975
953	1.46205061935
954	-1.67998024349
955	-1.36724003807
956	-1.00634337623
957	-0.626152501977
958	-0.399208282111
959	-0.260274137755
960	-0.252287599007
961	-0.372639202712
962	-0.583610345082
963	-0.929324675832
964	-1.32651659792
965	-1.63696363875
966	1.52017048053
967	1.20371376698
968	0.923868612239
969	0.647898114912
970	0.341562955414
971	0.226193054096
972	0.217969291425
973	0.301076739187
974	0.606700226915
975	0.8839359185
976	1.15532008665
977	1.45833411122
978	-1.68282693057
979	-1.36953320266
980	-1.00998080972
981	-0.628682890491
982	-0.401185148138
983	-0.262013779858
984	-0.254343539675
985	-0.375011441945
986	-0.586377957519
987	-0.936994916015
988	-1.32904698643
989	-1.6395731019
990	1.51700749489
991	1.20007633349
992	0.919835805545
993	0.640069725446
994	0.332469371691
995	0.220262456016
996	0.212038693345
997	0.295778738236
998	0.601085927399
999	0.879112365395
1000	1.1508128321
1001	1.45461760309
1002	-1.68559454301
1003	-1.37166821797
1004	-1.01330194465
1005	-0.631292353646
1006	-0.403320163447
1007	-0.263674347321
1008	-0.25624133106
1009	-0.377541830459
1010	-0.589145569957
1011	-0.942767364813
1012	-1.3314983003
1013	-1.64241978898
1014	1.51376543461
1015	1.19620167608
1016	0.91580299885
1017	0.633664679519
1018	0.322901340122
1019	0.214252783295
1020	0.205712722059
1021	0.290797035848
1022	0.595550702525
1023	0.874526036213
1024	1.14614742828
1025	1.45050572175
1026	-1.68875752865
1027	-1.37388230792
1028	-1.01654400493
1029	-0.63382274216
1030	-0.405534253397
1031	-0.265413989424
1032	-0.258297271728
1033	-0.380151293614
1034	-0.592150406317
1035	-0.947590917918
1036	-1.3341868381
1037	-1.64526647606
1038	1.51052337432
1039	1.19224794402
1040	0.911453893591
1041	0.627496857516
1042	0.308588830089
1043	0.20800588665
1044	0.199228601492
1045	0.285419960256
1046	0.585033775263
1047	0.869623408466
1048	1.14069127805
1049	1.44639384042
1050	-1.69144606645
1051	-1.37625454715
1052	-1.0199442145
1053	-0.636511279957
1054	-0.407748343347
1055	-0.267153631528
1056	-0.260353212396
1057	-0.383077055333
1058	-0.595392466601
1059	-0.952809844229
1060	-1.3368753759
1061	-1.64819223778
1062	1.50704409012
1063	1.18821513733
1064	0.907183862974
1065	0.621566259436
1066	0.301155813828
1067	0.2013636168
1068	0.192507257001
1069	0.280121959304
1070	0.576177415463
1071	0.864878930002
1072	1.1344443814
1073	1.4421238098
1074	-1.69421367888
1075	-1.3784686371
1076	-1.02334442406
1077	-0.638883519189
1078	-0.410041507938
1079	-0.268735124349
1080	-0.262251003782
1081	-0.385686518489
1082	-0.598555452244
1083	-0.959610263361
1084	-1.33940576441
1085	-1.6511179995
1086	1.49059656477
1087	1.18410325599
1088	0.902834757715
1089	0.61595195992
1090	0.295857812877
1091	0.194879496233
1092	0.185627763228
1093	0.274665809071
1094	0.568428100638
1095	0.853650330971
1096	1.12598339481
1097	1.43698395813
1098	-1.6971394406
1099	-1.38068272705
1100	-1.02658648435
1101	-0.64196743019
1102	-0.412097448605
1103	-0.270474766453
1104	-0.264306944449
1105	-0.388454130926
1106	-0.601876587169
1107	-0.966094383928
1108	-1.34217337685
1109	-1.65436005978
1110	1.48695913128
1111	1.17975415074
1112	0.898248428533
1113	0.610100436481
1114	0.290322588002
1115	0.187762778537
1116	0.17835289625
1117	0.269684106683
1118	0.560757860455
1119	0.845663792223
1120	1.12345300629
1121	1.42931371795
1122	-1.70006520232
1123	-1.38281774236
1124	-1.03038206712
1125	-0.644260594781
1126	-0.414469687837
1127	-0.272135333915
1128	-0.266204735835
1129	-0.391300818005
1130	-0.605197722094
1131	-0.976136863344
1132	-1.34502006393
1133	-1.65760212007
1134	1.48308447387
1135	1.17540504548
1136	0.893424875428
1137	0.604327987683
1138	0.284945512409
1139	0.180646060841
1140	0.17099895463
1141	0.264465180373
1142	0.553641142759
1143	0.838230775962
1144	1.12084354314
1145	1.42599258302
1146	-1.70267466548
1147	-1.38518998159
1148	-1.03370320204
1149	-0.647265431142
1150	-0.416762852428
1151	-0.273795901377
1152	-0.268181601862
1153	-0.394226579724
1154	-0.608756080942
1155	-0.980248744679
1156	-1.347866751
1157	-1.66084418035
1158	1.47920981646
1159	1.17073964165
1160	0.888759471605
1161	0.598239240321
1162	0.279252138252
1163	0.173450268503
1164	0.163645013011
1165	0.258771806216
1166	0.546761648986
1167	0.830244237215
1168	1.11831315463
1169	1.42377849307
1170	-1.70583765112
1171	-1.38740407154
1172	-1.03757785945
1173	-0.649716745015
1174	-0.418897867737
1175	-0.277275185584
1176	-0.270237542529
1177	-0.397310490726
1178	-0.612551663713
1179	-0.984044327451
1180	-1.35095066201
1181	-1.66416531528
1182	1.47509793512
1183	1.16607423783
1184	0.883698694577
1185	0.589224731239
1186	0.273716913378
1187	0.165463729756
1188	0.155658474263
1189	0.253473805264
1190	0.539724005931
1191	0.821308802774
1192	1.11578276611
1193	1.42164347776
1194	-1.70876341284
1195	-1.38969723613
1196	-1.04129436758
1197	-0.652247133529
1198	-0.421428256251
1199	-0.284550052563
1200	-0.272056259274
1201	-0.400315327086
1202	-0.616268171843
1203	-0.988551581991
1204	-1.35371827444
1205	-1.66756552484
1206	1.47090697915
1207	1.16125068473
1208	0.878479768266
1209	0.5789450279
1210	0.268181688503
1211	0.15763534029
1212	0.147751010156
1213	0.248175804313
1214	0.532686362876
1215	0.811661696564
1216	1.11341052688
1217	1.41950846245
1218	-1.7117682492
1219	-1.39183225144
1220	-1.0455643982
1221	-0.655172895249
1222	-0.423721420842
1223	-0.289452680309
1224	-0.274033125301
1225	-0.403636462011
1226	-0.619826530691
1227	-0.992821612609
1228	-1.35688126009
1229	-1.67120295833
1230	1.46687417245
1231	1.15611083306
1232	0.873181767315
1233	0.569930518819
1234	0.262172015782
1235	0.14949065226
1236	0.139290023562
1237	0.242719654079
1238	0.525806869103
1239	0.807470740587
1240	1.11080106372
1241	1.41721529786
1242	-1.7148521602
1243	-1.39404634139
1244	-1.04991350346
1245	-0.657624209122
1246	-0.426093660074
1247	-0.293485487003
1248	-0.280359096586
1249	-0.406720373013
1250	-0.623780262745
1251	-0.997566091073
1252	-1.36020239501
1253	-1.67476131718
1254	1.46244599255
1255	1.1504174589
1256	0.86764654244
1257	0.561706756148
1258	0.256636790907
1259	0.140713367101
1260	0.130433663762
1261	0.237184429204
1262	0.518848300689
1263	0.803754232457
1264	1.10827067521
1265	1.41523843184
1266	-1.71801514584
1267	-1.39633950598
1268	-1.05497428049
1269	-0.6604708962
1270	-0.428386824665
1271	-0.297122920493
1272	-0.286843217154
1273	-0.409962433297
1274	-0.627733994798
1275	-1.00231056954
1276	-1.36328630601
1277	-1.67863597459
1278	1.45754336481
1279	1.14456593546
1280	0.857129615178
1281	0.553245769553
1282	0.250864342109
1283	0.131619783378
1284	0.120865632193
1285	0.231807353612
1286	0.511731582993
1287	0.799642351121
1288	1.10581936134
1289	1.41310341653
1290	-1.72133628077
1291	-1.39863267057
1292	-1.06161655034
1293	-0.663238508638
1294	-0.430679989256
1295	-0.300918503264
1296	-0.291903994182
1297	-0.413046344298
1298	-0.631766801492
1299	-1.007055048
1300	-1.36676559022
1301	-1.68227340808
1302	1.45264073706
1303	1.1375282924
1304	0.84692898648
1305	0.545180156164
1306	0.244933744029
1307	0.121893602527
1308	0.110111481008
1309	0.226113979455
1310	0.48634862321
1311	0.795767693709
1312	1.10336804746
1313	1.41088932658
1314	1.72837401047
1315	-1.40076768588
1316	-1.06414693885
1317	-0.665927046434
1318	-0.433289452412
1319	-0.304397787471
1320	-0.296490323364
1321	-0.416525628505
1322	-0.63603683211
1323	-1.01203675039
1324	-1.37016579979
1325	-1.68638528942
1326	1.44718458683
1327	1.12629969337
1328	0.837598178834
1329	0.536798244211
1330	0.238844996667
1331	0.111139451342
1332	0.0929522838961
1333	0.220657829221
1334	0.47598984523
1335	0.791893036297
1336	1.10075858431
1337	1.40875431127
1338	1.72442027841
1339	-1.40306085047
1340	-1.06683547665
1341	-0.674862480875
1342	-0.435582617003
1343	-0.307718922396
1344	-0.3006022047
1345	-0.41984676343
1346	-0.640385937369
1347	-1.01757197526
1348	-1.37340786007
1349	-1.69041809611
1350	1.44133306339
1351	1.12305763309
1352	0.828109221906
1353	0.528811705463
1354	0.232835323946
1355	0.0944547020764
1356	0.086942611175
1357	0.214806305782
1358	0.466026440455
1359	0.788097453525
1360	1.09451168766
1361	1.40654022132
1362	1.71967579995
1363	-1.40527494042
1364	-1.06960308909
1365	-0.677551018671
1366	-0.438033930876
1367	-0.31104005732
1368	-0.304714086035
1369	-0.423167898355
1370	-0.644497818704
1371	-1.02286997622
1372	-1.37704529356
1373	-1.69476720137
1374	1.43350467392
1375	1.11965742352
1376	0.813401338667
1377	0.52042979351
1378	0.22650935266
1379	0.0867844618928
1380	0.0806957145306
1381	0.209112931625
1382	0.454639692141
1383	0.784460020036
1384	1.08858108958
1385	1.40432613137
1386	1.71398242579
1387	-1.40756810501
1388	-1.07276607473
1389	-0.680397705749
1390	-0.440406170108
1391	-0.314361192245
1392	-0.308588743447
1393	-0.426726257203
1394	-0.649084147886
1395	-1.02872149965
1396	-1.38084087633
1397	-1.69887908271
1398	1.4257553591
1399	1.11617813932
1400	0.808182412357
1401	0.511889732275
1402	0.220183381375
1403	0.0801421920431
1404	0.074211593963
1405	0.203182333545
1406	0.43969458498
1407	0.780506287983
1408	1.08415290968
1409	1.40219111606
1410	1.71208463441
1411	-1.40978219496
1412	-1.07577091109
1413	-0.683323467469
1414	-0.443015633263
1415	-0.317603252529
1416	-0.312384326219
1417	-0.430284616051
1418	-0.653591402427
1419	-1.03504747094
1420	-1.38432016054
1421	-1.70346541189
1422	1.4226714481
1423	1.11277792975
1424	0.802726262123
1425	0.48413453326
1426	0.213699260807
