Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,58945,-,-,India,25.55,84.85,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Temperature,Precipitable Water,Wind Direction,Wind Speed
2014,1,1,0,30,0,0,0,7,0,0,0,0,0,0,0,60.371562315290205,0.0,171.36610552425861,1007.530517578125,15.195005441335127,2.317785177712123,112.08517456054688,1.8284965753555298
2014,1,1,1,30,0,0,0,8,0,0,0,0,0,0,0,64.21605092474334,0.0,157.95338063582355,1007.042236328125,14.70738802686202,2.372403541490392,108.78335571289062,1.766976237297058
2014,1,1,2,30,0,0,0,8,0,0,0,0,0,0,0,68.3586464847991,0.0,144.43585916389304,1006.5180053710938,14.549323531625134,2.4242474701958194,103.6969223022461,1.577232003211975
2014,1,1,3,30,0,0,0,9,0,0,0,0,0,0,0,70.86390617154689,0.0,131.00663008381198,1006.5835571289062,14.331451646571281,2.4669228166109347,96.37895202636719,1.393471360206604
2014,1,1,4,30,0,0,0,9,0,0,0,0,0,0,0,72.93730561814782,0.0,117.75123406349947,1007.212890625,13.99924765906809,2.492566256531494,89.41934967041016,1.3484206199645996
2014,1,1,5,30,0,0,0,8,0,0,0,0,0,0,0,78.03178711991441,0.0,104.78545051254042,1010.2362060546875,12.150421118363681,1.9634804821886207,314.3938293457031,1.851469874382019
2014,1,1,6,30,0,0,0,8,0,0,0,0,0,0,0,77.60634213545788,0.0,92.20974592851623,1010.667236328125,12.67283829703507,1.9826127222691874,307.08453369140625,1.8361567258834839
2014,1,1,7,30,71,150,97,9,81,81,64,64,0,92,92,70.73196092793413,0.0,80.25579043609714,1011.4619140625,14.95124531727646,2.005175732635006,295.3568115234375,1.727030634880066
2014,1,1,8,30,159,337,278,11,169,169,303,303,0,277,277,67.0220933715484,0.0,69.2657989938757,1012.1290283203125,17.30023316773253,2.036998999053207,286.489501953125,1.4032477140426636
2014,1,1,9,30,212,457,443,12,212,211,457,460,0,443,443,57.00717205405263,0.0,59.78563005536188,1011.8716430664062,20.876970253681236,2.0462250615750133,289.20269775390625,1.5942671298980713
2014,1,1,10,30,243,525,562,11,243,242,525,534,0,562,566,49.24932801032659,0.0,52.64914452907693,1011.2634887695312,23.071813280606705,2.079118111938788,292.9114990234375,1.9506274461746216
2014,1,1,11,30,256,554,620,11,256,253,554,569,0,620,628,46.726045760759675,0.0,48.90130024625473,1010.0059204101562,24.0727071692246,2.137157563039314,292.956787109375,2.1898043155670166
2014,1,1,12,30,254,549,613,12,254,252,549,565,0,613,621,46.37683035419652,0.0,49.32431096594206,1009.0238037109375,24.460208767484858,2.1958760174290277,293.0157470703125,2.398449420928955
2014,1,1,13,30,238,512,540,12,238,243,512,513,0,540,546,48.20671924905361,0.0,53.81966557011439,1008.6072998046875,24.26675735781157,2.233470145729181,293.3716125488281,2.484135389328003
2014,1,1,14,30,203,434,411,13,203,203,434,438,0,411,413,51.92995149456865,0.0,61.49743410494766,1008.0299682617188,23.454479407120118,2.2539185516220392,293.21539306640625,2.484894037246704
2014,1,1,15,30,144,302,240,14,144,158,302,258,0,240,241,62.47821219194074,0.0,71.3316384372044,1007.9744262695312,21.990005214388134,2.2875824458376433,288.7814636230469,2.3513126373291016
2014,1,1,16,30,49,103,63,13,47,47,5,5,0,48,48,68.35143625240613,0.0,82.54714532163347,1008.0158081054688,19.577741197738703,2.308638835530237,282.2144775390625,2.475856304168701
2014,1,1,17,30,0,0,0,13,0,0,0,0,0,0,0,70.95427291128567,0.0,94.64682150760429,1008.697265625,18.670704172998,2.311518100914158,278.3372802734375,2.7677388191223145
