Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,58945,-,-,India,25.55,84.85,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DHI Perez,DNI,DNI Perez,Fill Flag,GHI,GHI Perez,Relative Humidity,Snow Depth,Solar Zenith Angle,Pressure,Temperature,Precipitable Water,Wind Direction,Wind Speed
2012,1,1,0,30,0,0,0,9,0,0,0,0,0,0,0,69.28126934392708,0.0,171.40498561444684,1004.1484375,15.607211546344274,1.7148023769659728,290.5279541015625,1.672121286392212
2012,1,1,1,30,0,0,0,10,0,0,0,0,0,0,0,71.76187421979164,0.0,157.9986607097331,1004.3602905273438,15.238357611059712,1.697268051166538,297.7997741699219,1.5012527704238892
2012,1,1,2,30,0,0,0,9,0,0,0,0,0,0,0,72.88021357740666,0.0,144.480468710547,1004.2733154296875,14.754034455208796,1.67998321002751,303.598388671875,1.4493697881698608
2012,1,1,3,30,0,0,0,9,0,0,0,0,0,0,0,74.95894592511672,0.0,131.0491278847463,1004.7227172851562,14.238311532562477,1.6711261307941,306.4758605957031,1.4838351011276245
2012,1,1,4,30,0,0,0,9,0,0,0,0,0,0,0,77.26669647819739,0.0,117.79072331770675,1005.2149047851562,13.737585929836143,1.6713291755765622,308.249755859375,1.4853020906448364
2012,1,1,5,30,0,0,0,15,0,0,0,0,0,0,0,83.0466330204392,0.0,104.749481393459,1008.5872192382812,18.006058735268425,3.249929884871657,265.5306701660156,1.1748387813568115
2012,1,1,6,30,0,0,0,16,0,0,0,0,0,0,0,87.66110306452694,0.0,92.1791141135326,1009.0332641601562,18.1575990811275,3.1900003433162625,274.132080078125,1.0406150817871094
2012,1,1,7,30,71,127,92,16,46,46,0,0,0,46,46,81.8683081796562,0.0,80.23223780140881,1009.8004760742188,19.244036109406295,3.105641271483306,278.9931640625,0.7727972269058228
2012,1,1,8,30,158,316,270,15,110,110,0,0,0,110,110,78.74399643756352,0.0,69.25175189403629,1010.356689453125,19.781475821407923,3.0150159130016974,262.32049560546875,0.5473757386207581
2012,1,1,9,30,210,439,431,17,193,193,10,10,0,199,199,79.75338326593082,0.0,59.784431796430745,1010.1419067382812,21.50595067308791,2.9480534364748183,233.3573455810547,0.5619581341743469
