Date	Time	50mWS	50mSD	30mWS	30mSD	10mWS	10mSD	50mDIR	30mDIR	Temp																																			
060114	0000	4.1	0.5	3.2	0.5	2.4	0.7	63.8	74.1	28.1	 																																		
060114	0010	4.0	0.5	2.8	0.6	1.8	0.7	55.2	64.9	27.9	 																																		
060114	0020	4.0	0.4	3.3	0.5	2.3	0.6	53.5	62.2	27.9	 																																		
060114	0030	4.2	0.4	3.3	0.4	2.0	0.5	50.4	61.4	27.8	 																																		
060114	0040	4.0	0.4	3.1	0.5	2.0	0.7	44.7	53.8	27.8	 																																		
060114	0050	3.5	0.5	2.4	0.6	1.5	0.7	43.1	52.6	27.8	 																																		
060114	0100	3.9	0.5	3.0	0.6	1.9	0.6	51.8	64.3	27.8	 																																		
060114	0110	4.3	0.5	3.6	0.5	2.5	0.7	53.6	64.9	27.7	 																																		
060114	0120	4.4	0.7	3.4	0.6	2.4	0.6	51.8	60.7	27.7	 																																		
060114	0130	4.6	0.6	3.6	0.7	2.5	0.6	49.1	57.3	27.7	 																																		
060114	0140	4.2	0.5	3.2	0.6	2.0	0.7	46.4	55.0	27.6	 																																		
060114	0150	4.2	0.6	3.2	0.6	2.3	0.6	50.8	57.8	27.5	 																																		
060114	0200	4.4	0.6	3.6	0.7	2.4	0.7	54.3	62.7	27.5	 																																		
060114	0210	4.4	0.7	3.8	0.7	2.6	0.6	54.0	64.2	27.5	 																																		
060114	0220	4.3	0.6	3.3	0.5	2.3	0.5	56.5	64.9	27.4	 																																		
060114	0230	4.5	0.6	3.7	0.6	2.7	0.6	56.3	67.2	27.4	 																																		
060114	0240	4.1	0.5	3.3	0.6	2.3	0.6	52.9	64.1	27.3	 																																		
060114	0250	4.3	0.6	3.2	0.7	2.2	0.6	45.4	57.4	27.3	 																																		
060114	0300	3.7	0.6	3.0	0.7	2.1	0.7	44.5	55.0	27.3	 																																		
060114	0310	3.3	0.7	2.4	0.6	1.5	0.8	40.9	50.8	27.4	 																																		
060114	0320	3.4	0.5	2.6	0.5	1.8	0.7	38.7	46.9	27.5	 																																		
060114	0330	3.4	0.7	2.6	0.6	1.7	0.7	43.4	51.3	27.7	 																																		
060114	0340	3.8	0.7	3.0	0.8	2.1	0.9	45.5	57.7	27.7	 																																		
060114	0350	4.3	0.6	3.6	0.6	2.7	0.7	46.2	56.2	27.8	 																																		
060114	0400	3.6	0.5	3.1	0.7	2.5	0.6	55.9	64.5	27.8	 																																		
060114	0410	3.9	0.6	3.6	0.7	2.8	0.7	60.1	70.2	27.8	 																																		
060114	0420	4.1	0.6	3.5	0.7	2.8	0.6	65.7	74.9	27.8	 																																		
060114	0430	4.0	0.7	3.6	0.5	2.9	0.7	67.7	76.3	28.0	 																																		
060114	0440	4.1	0.8	3.8	0.8	3.1	0.7	61.8	70.4	28.3	 																																		
060114	0450	3.5	0.5	3.1	0.5	2.5	0.6	57.0	66.2	28.3	 																																		
060114	0500	5.8	0.8	5.3	0.8	4.2	0.8	66.5	76.1	28.3	 																																		
060114	0510	5.3	0.9	4.8	0.8	3.8	0.8	66.7	78.4	28.4	 																																		
060114	0520	5.1	0.8	4.9	0.7	4.1	0.7	67.7	79.0	28.5	 																																		
060114	0530	4.8	0.7	4.4	0.6	3.4	0.7	58.1	68.6	28.8	 																																		
060114	0540	5.1	0.8	4.6	0.9	3.7	0.8	58.1	68.6	28.9	 																																		
060114	0550	6.1	0.7	5.7	0.8	4.6	0.9	67.4	77.9	28.9	 																																		
060114	0600	5.9	0.9	5.4	0.9	4.5	0.8	71.3	81.5	29.2	 																																		
060114	0610	5.2	0.8	4.7	0.8	4.0	0.9	67.2	79.5	29.9	 																																		
060114	0620	6.5	0.8	6.2	0.9	5.0	0.8	67.1	79.0	29.8	 																																		
060114	0630	5.9	1.0	5.6	1.0	4.7	1.0	59.0	71.3	29.5	 																																		
060114	0640	5.0	0.7	4.8	0.8	3.9	0.7	65.3	79.0	29.7	 																																		
060114	0650	5.2	1.5	4.8	1.4	3.9	1.2	64.0	75.3	30.0	 																																		
060114	0700	5.5	1.1	5.1	1.1	4.1	1.1	68.3	79.5	30.0	 																																		
060114	0710	6.0	0.6	5.8	0.7	4.8	0.8	63.8	74.8	30.3	 																																		
060114	0720	5.7	0.8	5.5	1.0	4.5	0.7	67.7	76.8	30.3	 																																		
060114	0730	6.7	0.8	6.4	1.0	5.1	0.9	67.4	78.6	30.4	 																																		
060114	0740	5.8	0.7	5.6	0.7	4.8	0.7	61.5	71.5	30.5	 																																		
060114	0750	5.6	0.8	5.4	0.9	4.5	1.0	56.4	67.8	30.6	 																																		
060114	0800	5.6	0.8	5.2	1.0	4.3	0.9	58.8	69.5	30.7	 																																		
060114	0810	5.8	0.7	5.5	0.8	4.5	0.9	54.3	63.5	31.1	 																																		
060114	0820	6.1	0.6	5.8	0.7	5.0	0.8	59.8	70.9	31.2	 																																		
060114	0830	4.9	0.7	4.7	0.7	4.0	0.7	54.8	67.7	31.2	 																																		
060114	0840	5.2	1.0	5.1	1.1	4.1	0.9	52.4	64.2	31.4	 																																		
060114	0850	5.5	0.8	5.2	0.8	4.3	0.9	56.5	66.1	31.2	 																																		
060114	0900	6.0	0.7	5.8	0.7	4.8	0.8	63.7	74.4	31.5	 																																		
060114	0910	5.9	0.9	5.7	0.8	4.7	0.8	63.7	76.4	31.6	 																																		
060114	0920	6.0	0.9	5.8	0.9	4.8	1.0	58.2	69.3	31.8	 																																		
060114	0930	5.4	0.8	5.2	0.9	4.5	0.7	62.7	74.7	32.0	 																																		
060114	0940	5.0	0.8	4.8	0.8	4.1	0.7	58.9	69.0	32.2	 																																		
060114	0950	5.4	0.9	5.1	1.0	4.1	1.1	65.6	77.6	32.1	 																																		
060114	1000	5.4	0.8	4.9	0.8	4.1	0.8	82.7	93.0	32.3	 																																		
060114	1010	7.1	0.9	6.6	1.1	5.3	1.1	78.6	88.8	32.5	 																																		
060114	1020	7.2	0.9	6.7	1.0	5.6	0.8	89.0	101.0	32.6	 																																		
060114	1030	6.5	0.9	6.1	0.9	5.0	1.0	88.7	99.4	32.6	 																																		
060114	1040	7.2	0.8	6.6	1.0	4.8	1.1	99.1	110.7	32.7	 																																		
060114	1050	6.2	0.9	5.7	1.1	4.6	0.8	94.2	106.6	32.7	 																																		
060114	1100	6.5	1.1	6.4	1.1	5.2	1.2	71.9	82.0	32.1	 																																		
060114	1110	5.2	0.8	5.0	0.7	4.2	0.8	74.5	83.1	31.6	 																																		
060114	1120	4.6	0.7	4.4	0.6	3.6	0.6	83.0	93.8	31.9	 																																		
060114	1130	6.1	0.8	5.7	0.9	4.6	0.9	90.9	99.6	32.1	 																																		
060114	1140	6.3	0.7	6.0	0.8	5.0	0.9	81.4	92.2	32.1	 																																		
060114	1150	5.6	0.9	5.5	0.8	4.6	0.8	86.1	96.1	32.3	 																																		
060114	1200	4.4	0.8	4.1	0.8	3.4	0.7	85.2	95.4	32.6	 																																		
060114	1210	5.5	0.8	5.2	1.0	4.0	1.2	92.8	104.2	32.8	 																																		
060114	1220	5.1	0.7	4.7	0.8	3.5	0.9	98.7	108.9	32.8	 																																		
060114	1230	5.3	0.5	5.2	0.5	4.2	0.8	87.7	100.0	32.6	 																																		
060114	1240	4.9	0.7	4.4	0.8	2.8	1.0	104.4	114.5	32.7	 																																		
060114	1250	4.6	0.5	4.2	0.6	3.0	0.6	94.1	106.8	32.9	 																																		
060114	1300	4.5	0.8	4.1	0.6	3.0	0.7	101.6	113.7	32.6	 																																		
060114	1310	4.8	0.7	4.4	1.0	3.4	1.3	90.6	102.4	32.8	 																																		
060114	1320	4.5	0.7	4.3	0.7	3.3	0.6	83.0	95.3	32.5	 																																		
060114	1330	5.3	0.5	5.2	0.5	4.1	0.7	87.2	97.9	32.5	 																																		
060114	1340	5.6	0.5	5.4	0.5	4.3	0.6	88.5	99.1	32.6	 																																		
060114	1350	4.6	0.7	4.4	0.6	3.0	0.7	100.4	110.9	32.6	 																																		
060114	1400	4.7	0.6	4.2	0.9	2.8	1.3	99.9	113.4	32.7	 																																		
060114	1410	4.3	0.4	4.1	0.4	3.3	0.5	81.0	91.1	32.5	 																																		
060114	1420	4.5	0.6	4.3	0.5	3.5	0.5	85.6	96.9	32.4	 																																		
060114	1430	3.7	0.6	3.5	0.6	2.8	0.6	73.0	82.7	32.3	 																																		
060114	1440	3.7	0.4	3.5	0.5	2.6	0.5	65.9	78.6	32.3	 																																		
060114	1450	4.5	0.7	4.3	0.8	3.2	0.7	56.3	65.6	32.1	 																																		
060114	1500	4.4	0.6	4.1	0.7	3.2	0.8	57.4	68.4	31.7	 																																		
060114	1510	4.6	0.5	4.4	0.5	3.4	0.6	57.2	67.3	31.4	 																																		
060114	1520	4.5	0.5	4.2	0.6	3.0	0.6	56.0	66.2	31.3	 																																		
060114	1530	4.3	0.6	4.0	0.6	2.9	0.7	56.4	66.4	31.1	 																																		
060114	1540	4.2	0.5	3.7	0.5	2.7	0.5	57.0	67.4	31.0	 																																		
060114	1550	4.8	0.4	4.3	0.5	3.0	0.7	58.4	68.9	30.7	 																																		
060114	1600	4.4	0.7	3.9	0.6	2.9	0.6	60.2	71.3	30.7	 																																		
060114	1610	4.7	0.6	4.0	0.6	2.8	0.7	59.6	68.5	30.6	 																																		
060114	1620	5.1	0.7	4.3	0.6	3.3	0.7	59.0	69.2	30.4	 																																		
060114	1630	5.0	0.7	4.4	0.7	3.3	0.7	58.4	70.4	30.3	 																																		
060114	1640	5.0	0.6	4.2	0.6	3.0	0.7	53.9	64.8	30.2	 																																		
060114	1650	4.7	0.6	3.8	0.6	2.7	0.6	57.9	67.5	30.1	 																																		
060114	1700	4.5	0.6	4.0	0.6	3.0	0.7	55.6	64.6	30.1	 																																		
060114	1710	4.4	0.6	3.5	0.6	2.6	0.5	56.5	66.5	30.0	 																																		
060114	1720	4.4	0.6	3.7	0.6	2.7	0.6	54.9	65.3	30.0	 																																		
060114	1730	4.7	0.6	3.8	0.6	2.6	0.5	54.0	63.2	29.8	 																																		
060114	1740	4.7	0.6	4.0	0.7	3.0	0.6	55.4	66.8	29.8	 																																		
060114	1750	4.7	0.6	4.0	0.6	2.7	0.5	49.8	60.6	29.8	 																																		
060114	1800	4.8	0.7	3.9	0.7	2.7	0.7	47.7	58.9	29.8	 																																		
060114	1810	4.5	0.6	3.6	0.5	2.5	0.5	51.6	61.4	29.7	 																																		
060114	1820	4.2	0.7	3.1	0.6	2.2	0.5	52.8	60.5	29.7	 																																		
060114	1830	4.6	0.5	3.5	0.6	2.5	0.6	51.0	58.5	29.6	 																																		
060114	1840	4.4	0.4	3.5	0.6	2.3	0.5	51.4	59.4	29.6	 																																		
060114	1850	3.6	0.5	2.6	0.7	1.6	0.7	45.1	54.4	29.5	 																																		
060114	1900	3.3	0.5	1.9	0.6	0.8	0.5	58.7	68.3	29.3	 																																		
060114	1910	3.3	0.5	2.4	0.5	1.6	0.5	60.8	68.6	29.3	 																																		
060114	1920	2.8	0.4	1.9	0.5	1.0	0.6	39.3	50.5	29.3	 																																		
060114	1930	2.5	0.4	1.1	0.6	0.4	0.3	30.0	44.3	29.2	 																																		
060114	1940	2.4	0.4	0.9	0.6	0.3	0.0	48.0	48.5	29.0	 																																		
060114	1950	3.0	0.3	1.7	0.5	0.5	0.3	37.1	44.6	28.9	 																																		
060114	2000	3.5	0.4	2.2	0.4	0.7	0.5	42.4	47.0	28.9	 																																		
060114	2010	3.8	0.4	2.7	0.5	1.4	0.6	50.2	58.0	29.0	 																																		
060114	2020	3.4	0.4	2.4	0.4	1.5	0.6	50.3	57.5	29.1	 																																		
060114	2030	3.3	0.4	2.2	0.5	1.0	0.7	44.4	52.6	29.1	 																																		
060114	2040	3.6	0.4	2.5	0.4	1.4	0.6	48.3	57.8	29.0	 																																		
060114	2050	3.5	0.4	2.5	0.4	1.4	0.6	53.6	60.4	29.0	 																																		
060114	2100	3.6	0.3	2.6	0.5	1.3	0.6	55.4	63.3	29.0	 																																		
060114	2110	3.8	0.4	2.8	0.5	1.7	0.5	59.1	68.0	28.9	 																																		
060114	2120	4.4	0.6	3.3	0.4	2.3	0.5	63.7	72.2	28.9	 																																		
060114	2130	4.6	0.6	3.7	0.5	2.5	0.5	60.8	69.0	28.9	 																																		
060114	2140	4.6	0.5	3.4	0.5	2.2	0.5	46.5	53.6	28.9	 																																		
060114	2150	4.7	0.6	3.8	0.6	2.5	0.7	38.8	46.8	28.8	 																																		
060114	2200	4.0	0.5	3.1	0.5	2.0	0.6	33.5	43.9	28.7	 																																		
060114	2210	3.6	0.6	2.5	0.6	1.5	0.7	37.9	45.5	28.6	 																																		
060114	2220	4.0	0.6	3.0	0.7	1.8	0.7	46.8	55.6	28.5	 																																		
060114	2230	4.7	0.6	3.7	0.7	2.5	0.5	53.5	64.8	28.6	 																																		
060114	2240	4.1	0.6	3.1	0.6	2.2	0.5	55.7	64.2	28.5	 																																		
060114	2250	4.1	0.5	3.1	0.5	1.9	0.5	56.1	66.3	28.4	 																																		
060114	2300	4.1	0.5	3.1	0.5	1.9	0.4	53.4	62.1	28.4	 																																		
060114	2310	4.2	0.4	3.3	0.4	2.1	0.4	52.7	64.2	28.3	 																																		
060114	2320	4.2	0.5	3.2	0.6	1.9	0.5	54.9	65.2	28.2	 																																		
060114	2330	3.9	0.5	2.9	0.6	1.8	0.6	52.3	60.7	28.2	 																																		
060114	2340	3.9	0.4	2.9	0.5	1.8	0.6	46.1	53.7	28.1	 																																		
060114	2350	3.7	0.4	2.6	0.5	1.7	0.5	43.0	51.9	28.0	 																																		
060214	0000	3.7	0.5	2.7	0.7	1.1	0.6	49.8	60.4	28.0	 																																		
060214	0010	3.7	0.5	2.7	0.5	1.7	0.4	56.0	65.4	27.9	 																																		
060214	0020	3.7	0.4	2.8	0.4	1.6	0.6	49.2	58.2	27.9	 																																		
060214	0030	4.0	0.4	2.9	0.4	1.7	0.5	55.4	67.0	27.9	 																																		
060214	0040	4.1	0.6	3.1	0.4	2.0	0.5	62.0	74.0	27.9	 																																		
060214	0050	4.0	0.5	3.0	0.6	2.0	0.5	55.1	67.2	27.9	 																																		
060214	0100	3.8	0.3	2.9	0.4	1.5	0.5	47.5	56.5	27.8	 																																		
060214	0110	3.9	0.4	2.8	0.4	1.6	0.5	54.3	62.5	27.7	 																																		
060214	0120	4.5	0.4	3.4	0.5	2.0	0.4	58.7	68.8	27.7	 																																		
060214	0130	4.8	0.5	3.6	0.5	2.6	0.5	74.4	86.2	27.7	 																																		
060214	0140	4.6	0.4	3.8	0.5	3.0	0.6	74.4	83.5	27.8	 																																		
060214	0150	4.7	0.6	3.8	0.6	2.8	0.6	74.8	83.7	27.8	 																																		
060214	0200	4.8	0.7	4.0	0.6	3.2	0.6	78.0	87.8	27.8	 																																		
060214	0210	5.7	0.7	5.0	0.6	3.9	0.6	76.7	86.7	27.8	 																																		
060214	0220	5.8	0.6	5.1	0.6	4.0	0.6	82.5	93.2	27.8	 																																		
060214	0230	5.4	0.7	4.8	0.6	3.7	0.7	83.1	93.3	27.7	 																																		
060214	0240	5.6	0.7	4.6	0.8	3.6	0.8	77.6	88.0	27.7	 																																		
060214	0250	5.0	0.6	4.5	0.6	3.6	0.7	71.2	79.5	27.7	 																																		
060214	0300	4.8	0.7	4.1	0.8	3.0	0.8	59.6	67.5	27.6	 																																		
060214	0310	4.6	0.6	3.8	0.6	2.8	0.6	57.5	67.1	27.6	 																																		
060214	0320	4.5	0.6	3.6	0.7	2.7	0.6	56.8	64.0	27.7	 																																		
060214	0330	4.2	0.7	3.3	0.7	2.5	0.6	54.6	62.0	27.8	 																																		
060214	0340	4.5	0.7	3.5	0.8	2.5	0.7	43.8	54.3	27.8	 																																		
060214	0350	4.6	0.7	3.9	0.8	3.0	0.7	48.1	57.6	27.9	 																																		
060214	0400	4.7	0.6	4.2	0.7	3.4	0.7	51.5	61.8	28.0	 																																		
060214	0410	4.3	0.6	3.9	0.7	3.2	0.7	58.0	67.6	28.0	 																																		
060214	0420	4.9	0.7	4.4	0.6	3.5	0.6	58.2	71.1	28.2	 																																		
060214	0430	4.9	0.7	4.4	0.8	3.7	0.8	63.5	74.4	28.4	 																																		
060214	0440	5.9	0.7	5.4	0.8	4.4	0.9	67.1	76.2	28.5	 																																		
060214	0450	5.1	0.6	4.8	0.7	3.9	0.8	70.6	80.1	28.8	 																																		
060214	0500	5.4	0.6	5.1	0.8	4.1	0.8	74.5	85.9	28.9	 																																		
060214	0510	5.8	0.8	5.6	0.8	4.7	0.9	76.3	87.8	28.9	 																																		
060214	0520	6.1	0.5	5.8	0.6	4.8	0.8	73.1	84.0	28.9	 																																		
060214	0530	5.1	0.7	4.8	0.7	3.8	0.6	80.4	91.7	29.0	 																																		
060214	0540	5.4	0.5	5.1	0.7	4.0	0.8	89.5	102.4	29.0	 																																		
060214	0550	4.7	0.6	4.4	0.6	3.4	0.7	82.1	94.1	29.0	 																																		
060214	0600	4.8	0.5	4.6	0.6	3.9	0.6	77.1	88.9	28.9	 																																		
060214	0610	4.8	0.4	4.7	0.5	3.8	0.6	74.4	86.1	28.9	 																																		
060214	0620	4.5	0.5	4.2	0.6	3.5	0.6	78.1	89.1	29.1	 																																		
060214	0630	4.3	0.6	4.0	0.6	3.4	0.7	67.4	76.9	29.3	 																																		
060214	0640	4.4	0.5	4.2	0.6	3.8	0.7	80.7	93.3	29.5	 																																		
060214	0650	4.6	0.5	4.2	0.7	3.6	0.7	69.9	81.9	29.7	 																																		
060214	0700	3.9	0.5	3.7	0.6	3.1	0.6	69.0	80.6	30.0	 																																		
060214	0710	4.0	0.8	3.9	0.9	3.1	0.8	62.7	72.4	30.1	 																																		
060214	0720	4.0	0.8	3.8	0.8	3.2	0.8	69.5	79.9	30.2	 																																		
060214	0730	4.0	0.5	3.8	0.5	3.1	0.9	77.0	89.1	30.5	 																																		
060214	0740	3.4	0.6	3.3	0.6	2.8	0.7	77.8	91.9	30.8	 																																		
060214	0750	3.2	0.7	3.2	0.8	2.6	1.2	82.0	93.8	30.9	 																																		
060214	0800	3.1	0.4	3.0	0.5	2.1	0.7	95.4	106.7	31.1	 																																		
060214	0810	2.8	0.9	2.8	1.1	2.2	1.3	78.9	90.2	31.2	 																																		
060214	0820	2.9	0.6	2.9	0.7	2.4	0.7	87.5	91.6	31.3	 																																		
060214	0830	2.8	0.7	2.8	0.6	2.0	0.7	75.0	84.0	31.2	 																																		
060214	0840	3.3	0.6	3.1	0.6	2.5	0.7	89.2	98.3	31.2	 																																		
060214	0850	2.9	0.5	2.6	0.6	1.9	0.9	89.1	100.8	31.6	 																																		
060214	0900	3.3	0.6	3.1	0.7	2.4	0.8	94.1	108.3	31.8	 																																		
060214	0910	3.4	0.5	3.5	0.5	2.9	0.8	76.5	85.6	32.0	 																																		
060214	0920	3.6	0.8	3.3	0.8	2.6	0.7	89.2	101.3	32.0	 																																		
060214	0930	3.6	0.8	3.4	0.8	2.8	1.0	89.6	97.0	32.0	 																																		
060214	0940	3.5	0.7	3.2	0.7	2.4	0.8	108.6	118.7	32.3	 																																		
060214	0950	3.6	0.6	3.1	0.9	2.3	0.7	104.6	118.6	32.7	 																																		
060214	1000	2.6	1.0	2.6	0.9	1.6	1.1	91.2	103.9	32.8	 																																		
060214	1010	3.1	0.7	2.9	0.8	1.9	1.1	109.6	122.0	33.1	 																																		
060214	1020	3.2	0.8	3.1	0.7	2.5	0.8	77.8	90.2	32.9	 																																		
060214	1030	3.3	0.7	2.8	0.9	1.9	0.9	104.9	117.4	32.9	 																																		
060214	1040	2.6	1.0	2.5	1.1	1.9	1.3	88.2	99.4	32.9	 																																		
060214	1050	3.1	0.6	2.9	0.7	1.9	0.8	97.5	110.9	33.2	 																																		
060214	1100	2.6	0.8	2.3	0.8	1.5	0.9	95.9	108.8	33.1	 																																		
060214	1110	3.2	0.7	2.9	0.8	2.2	0.8	110.2	119.6	33.3	 																																		
060214	1120	3.4	0.5	3.1	0.6	2.6	0.7	84.7	96.7	33.0	 																																		
060214	1130	2.2	0.6	2.0	0.7	1.3	0.8	82.8	89.6	33.1	 																																		
060214	1140	2.2	0.6	2.3	0.6	1.7	0.8	78.6	91.3	33.3	 																																		
060214	1150	2.9	0.7	2.7	0.7	2.0	0.9	88.2	95.1	33.2	 																																		
060214	1200	2.4	0.6	2.1	0.8	1.3	0.9	75.0	85.8	33.5	 																																		
060214	1210	2.1	0.9	1.9	1.0	1.5	0.9	56.1	63.4	33.0	 																																		
060214	1220	2.0	1.4	2.1	1.3	1.6	1.2	85.8	85.7	33.3	 																																		
060214	1230	2.7	0.8	2.4	0.9	1.5	1.0	96.4	108.7	33.2	 																																		
060214	1240	2.6	0.6	2.5	0.6	1.6	0.8	104.5	109.8	33.5	 																																		
060214	1250	2.3	0.8	2.2	0.8	1.6	0.9	88.2	92.9	33.4	 																																		
060214	1300	2.1	0.5	2.0	0.5	1.1	0.7	146.7	158.1	33.4	 																																		
060214	1310	2.9	0.5	2.7	0.6	1.8	0.9	109.2	120.3	33.3	 																																		
060214	1320	2.8	0.3	2.7	0.4	1.8	0.6	101.7	111.4	33.1	 																																		
060214	1330	2.7	0.5	2.4	0.5	1.3	0.7	120.0	134.5	33.1	 																																		
060214	1340	2.5	0.3	2.3	0.5	0.9	0.7	121.8	134.0	33.2	 																																		
060214	1350	2.1	0.5	1.7	0.8	0.9	0.7	135.5	144.8	33.6	 																																		
060214	1400	1.7	0.3	1.6	0.4	0.4	0.2	133.2	144.9	33.6	 																																		
060214	1410	1.9	0.5	1.6	0.6	0.6	0.5	137.1	144.2	33.5	 																																		
060214	1420	3.0	0.4	2.6	0.5	1.1	0.8	132.5	145.0	33.0	 																																		
060214	1430	2.3	0.6	2.2	0.6	0.6	0.4	112.2	136.2	32.4	 																																		
060214	1440	1.6	0.3	1.2	0.4	0.3	0.0	117.3	134.9	32.1	 																																		
060214	1450	2.2	0.3	2.0	0.2	0.3	0.0	121.2	134.2	32.0	 																																		
060214	1500	2.1	0.4	1.8	0.4	0.4	0.2	107.5	130.6	32.0	 																																		
060214	1510	2.5	0.3	2.4	0.3	1.1	0.5	107.2	121.5	32.1	 																																		
060214	1520	2.7	0.3	2.5	0.3	0.8	0.5	114.5	130.1	32.0	 																																		
060214	1530	2.8	0.2	2.5	0.3	0.8	0.6	116.1	130.6	31.8	 																																		
060214	1540	2.7	0.2	2.3	0.2	0.3	0.1	121.5	135.7	31.6	 																																		
060214	1550	2.6	0.2	2.1	0.2	0.4	0.2	119.2	135.2	31.4	 																																		
060214	1600	2.6	0.3	2.2	0.2	0.4	0.2	110.3	130.5	31.2	 																																		
060214	1610	2.6	0.3	2.2	0.3	0.5	0.3	105.5	130.1	31.2	 																																		
060214	1620	2.9	0.3	2.4	0.3	0.7	0.5	102.2	117.2	31.1	 																																		
060214	1630	2.8	0.3	2.5	0.3	1.3	0.5	85.0	95.0	31.1	 																																		
060214	1640	2.5	0.4	2.1	0.4	0.6	0.5	92.1	102.1	31.1	 																																		
060214	1650	2.5	0.4	2.2	0.4	0.5	0.4	93.6	103.0	31.0	 																																		
060214	1700	2.4	0.4	2.1	0.4	0.6	0.5	83.2	94.3	30.9	 																																		
060214	1710	2.2	0.3	1.8	0.4	0.3	0.1	66.5	79.7	30.8	 																																		
060214	1720	2.6	0.6	2.1	0.5	0.6	0.5	105.1	116.2	30.7	 																																		
060214	1730	3.0	0.3	2.6	0.2	0.8	0.6	105.8	119.3	30.7	 																																		
060214	1740	2.9	0.4	2.5	0.4	0.6	0.4	127.7	136.8	30.6	 																																		
060214	1750	2.5	0.2	2.0	0.3	0.6	0.5	132.3	138.1	30.5	 																																		
060214	1800	2.3	0.3	1.7	0.4	0.5	0.3	147.2	163.1	30.5	 																																		
060214	1810	2.0	0.3	1.2	0.5	0.4	0.2	155.5	172.1	30.4	 																																		
060214	1820	1.7	0.7	1.3	1.0	1.1	0.8	108.7	125.2	30.3	 																																		
060214	1830	2.6	0.4	2.4	0.5	1.1	0.7	21.4	30.7	30.2	 																																		
060214	1840	1.8	0.9	1.2	0.7	0.5	0.4	27.7	37.8	30.1	 																																		
060214	1850	3.4	0.6	3.1	0.6	2.1	0.7	35.7	48.2	29.9	 																																		
060214	1900	3.3	0.4	2.9	0.5	2.1	0.6	20.5	28.8	29.7	 																																		
060214	1910	1.4	0.9	1.2	1.0	1.0	1.0	355.2	6.7	29.2	 																																		
060214	1920	3.1	0.8	2.6	0.9	1.2	0.8	11.3	17.6	28.9	 																																		
060214	1930	3.8	1.3	3.2	1.3	1.9	1.1	36.6	51.4	28.5	 																																		
060214	1940	2.1	1.2	2.4	1.2	2.0	1.1	144.3	155.7	28.3	 																																		
060214	1950	5.4	1.2	5.4	1.4	4.2	1.3	62.8	74.7	28.0	 																																		
060214	2000	7.2	1.2	7.5	1.1	5.9	1.1	30.2	43.3	27.3	 																																		
060214	2010	5.4	1.7	5.0	2.0	3.7	1.7	18.4	34.7	26.8	 																																		
060214	2020	6.0	0.6	6.6	0.8	5.0	1.0	40.0	50.9	26.5	 																																		
060214	2030	5.2	0.5	5.0	0.6	4.2	0.8	76.5	79.4	26.6	 																																		
060214	2040	5.2	0.5	5.0	0.5	4.0	0.6	58.0	63.5	26.3	 																																		
060214	2050	4.6	0.6	4.3	0.9	3.0	0.8	70.2	71.4	26.0	 																																		
060214	2100	4.6	0.9	3.6	0.8	2.1	0.9	112.9	119.8	26.1	 																																		
060214	2110	6.0	1.0	5.2	1.1	3.7	0.9	106.9	115.5	26.1	 																																		
060214	2120	2.8	1.8	2.0	1.5	1.0	1.1	131.4	147.0	25.6	 																																		
060214	2130	2.0	2.0	1.9	1.8	2.3	1.4	39.7	314.2	25.5	 																																		
060214	2140	3.8	0.9	3.4	1.1	2.4	1.2	359.0	1.3	25.7	 																																		
060214	2150	4.5	0.8	3.9	1.0	3.0	1.2	307.0	317.6	25.8	 																																		
060214	2200	3.6	0.8	3.9	0.7	3.3	0.6	316.5	323.8	25.8	 																																		
060214	2210	4.3	0.9	4.2	0.6	3.2	0.6	325.0	333.8	25.8	 																																		
060214	2220	5.7	0.5	4.0	0.6	2.0	0.9	350.7	2.6	25.7	 																																		
060214	2230	5.6	0.7	3.9	0.8	1.8	1.0	351.8	4.3	25.5	 																																		
060214	2240	3.5	0.8	1.9	0.9	1.2	0.9	336.2	340.6	25.5	 																																		
060214	2250	2.9	0.3	1.8	0.6	0.6	0.5	7.4	20.7	25.5	 																																		
060214	2300	2.5	0.4	1.3	0.6	0.5	0.3	26.4	39.5	25.4	 																																		
060214	2310	2.8	0.3	1.4	0.6	0.4	0.2	23.9	38.2	25.5	 																																		
060214	2320	2.6	0.4	1.4	0.6	0.4	0.2	11.0	26.8	25.5	 																																		
060214	2330	2.5	0.6	1.3	0.7	0.4	0.3	21.0	34.2	25.6	 																																		
060214	2340	2.4	0.4	1.1	0.7	0.4	0.3	9.1	23.3	25.7	 																																		
060214	2350	2.6	0.4	1.5	0.5	0.5	0.3	9.8	20.4	25.8	 																																		
060314	0000	2.7	0.4	1.7	0.6	0.8	0.6	24.7	35.6	25.8	 																																		
060314	0010	2.4	0.5	1.0	0.6	0.4	0.2	40.0	38.1	25.8	 																																		
060314	0020	2.4	0.4	1.8	0.5	0.7	0.6	53.5	66.2	25.9	 																																		
060314	0030	1.9	0.2	0.6	0.4	0.3	0.0	50.1	66.2	25.9	 																																		
060314	0040	1.7	0.4	0.5	0.3	0.3	0.0	51.6	66.0	25.9	 																																		
060314	0050	1.1	0.5	0.3	0.0	0.3	0.0	62.6	66.1	25.9	 																																		
060314	0100	0.6	0.4	0.3	0.1	0.3	0.0	77.7	66.3	25.9	 																																		
060314	0110	1.6	0.3	0.8	0.5	0.3	0.0	72.0	67.0	25.8	 																																		
